Temperature_K,Pressure_bar,Particle_Size_um,Material,Material_Label,Diffusivity_theoretical,Diffusivity_with_noise
606.01,6.644,155.86,TiFeH2,1,5.3222706871263746e-12,5.106651437268861e-12
663.62,47.694,172.78,LaNi5H6,2,1.8553136909673633e-10,1.8796743289479375e-10
509.87,13.496,105.58,LaNi5H6,2,3.8111411645264963e-11,3.8716042513956395e-11
407.65,28.253,99.71,TiFeH2,1,1.9574735147111028e-13,2.015448831089113e-13
550.92,41.531,115.05,MgH2,0,1.7049664564768812e-13,1.7456728028344027e-13
565.94,9.483,183.39,MgH2,0,2.2104972214072922e-13,2.0613029977094152e-13
658.46,8.383,57.2,MgH2,0,1.4067652831817064e-12,1.4842594460841075e-12
405.84,7.94,66.51,TiFeH2,1,1.7529526548952316e-13,1.813960289958695e-13
301.6,10.023,123.15,LaNi5H6,2,3.9281082675325196e-13,3.8703824922196765e-13
571.06,6.591,70.64,MgH2,0,2.442857303954122e-13,2.503620037883601e-13
521.28,47.992,22.99,LaNi5H6,2,4.662830698365307e-11,4.555805287134377e-11
696.11,23.46,84.88,TiFeH2,1,1.4008102684481544e-11,1.4532995830273104e-11
688.5,19.932,165.75,LaNi5H6,2,2.1477896094211216e-10,2.1199470549448322e-10
686.49,2.812,106.7,MgH2,0,2.060818495736673e-12,2.0980772149721548e-12
351.25,6.215,106.39,MgH2,0,6.854278797354832e-17,1e-16
607.46,25.171,110.65,MgH2,0,5.825472137331587e-13,5.552335961102117e-13
351.97,7.121,154.1,MgH2,0,7.207443872895325e-17,1e-16
389.88,48.924,125.18,TiFeH2,1,1.2546531100081657e-13,1.296070614909123e-13
699.53,26.577,186.12,TiFeH2,1,1.4460908604115505e-11,1.5497852368982015e-11
399.14,12.645,36.34,MgH2,0,9.228295795480499e-16,9.50389615925688e-16
505.69,43.841,169.44,MgH2,0,5.0805338121748577e-14,4.873208653478058e-14
546.66,37.964,105.06,LaNi5H6,2,6.216489576293618e-11,5.899892034545531e-11
617.21,16.882,107.25,LaNi5H6,2,1.213976790264731e-10,1.1872423456844695e-10
498.79,3.322,128.14,LaNi5H6,2,3.085027671858585e-11,2.999587973258933e-11
508.85,28.724,127.78,TiFeH2,1,1.5258266174976684e-12,1.4235183178852901e-12
492.64,4.291,75.09,TiFeH2,1,1.0539992780989447e-12,1.003408914805351e-12
501.57,7.357,112.95,LaNi5H6,2,3.324347452566426e-11,3.331378071347287e-11
602.62,35.567,13.95,LaNi5H6,2,1.1015467325138609e-10,1.0695976851861804e-10
661.8,35.045,135.3,LaNi5H6,2,1.8080271405626957e-10,1.77434295734369e-10
424.13,10.192,58.47,MgH2,0,2.7322181637695553e-15,2.7997936016060974e-15
631.9,46.196,61.52,TiFeH2,1,7.843224705470547e-12,7.773913637449898e-12
620.81,29.946,165.05,MgH2,0,7.64464330656317e-13,7.47846151581777e-13
506.36,33.639,46.11,LaNi5H6,2,3.7945562632604105e-11,3.645695794674664e-11
697.63,31.105,22.8,TiFeH2,1,1.4431564629033394e-11,1.4708113548005143e-11
630.52,23.997,110.86,MgH2,0,9.09861454964793e-13,9.252961741560988e-13
534.06,5.331,173.4,LaNi5H6,2,4.919220443160556e-11,4.834251950048344e-11
591.35,48.85,37.17,TiFeH2,1,4.985393766347827e-12,4.9864716673640486e-12
476.42,31.902,97.31,LaNi5H6,2,2.488698324989715e-11,2.5289030861807288e-11
651.2,1.987,151.77,LaNi5H6,2,1.4607391753663262e-10,1.3955292919354468e-10
640.69,8.379,131.18,TiFeH2,1,7.856302241647598e-12,7.934916097082102e-12
366.95,19.91,65.3,TiFeH2,1,6.125015493770687e-14,6.089069799556949e-14
357.28,25.27,184.65,LaNi5H6,2,2.326837688215276e-12,2.2003097204787012e-12
505.73,20.402,150.92,LaNi5H6,2,3.671609228395175e-11,3.6623763220903565e-11
439.83,30.518,64.19,TiFeH2,1,4.1884348988736987e-13,4.1766216057888403e-13
676.43,13.473,173.96,TiFeH2,1,1.1378870658490209e-11,1.1906360562235079e-11
315.49,23.086,93.23,LaNi5H6,2,6.668017770344298e-13,6.948147714906773e-13
568.76,36.134,58.49,LaNi5H6,2,7.892307590998641e-11,7.381300485101369e-11
398.69,29.026,19.68,TiFeH2,1,1.559019149872183e-13,1.5162135171001746e-13
681.64,41.284,69.53,LaNi5H6,2,2.1154276232712923e-10,2.2124344163835114e-10
360.02,18.254,173.51,TiFeH2,1,4.8685955477903045e-14,4.736627234274012e-14
603.32,20.603,121.96,LaNi5H6,2,1.079545792431041e-10,1.0700661659571932e-10
508.27,4.922,171.75,MgH2,0,4.739308705125768e-14,4.8537019161513686e-14
432.63,20.236,144.95,MgH2,0,4.016398636893936e-15,3.874218031348845e-15
431.23,21.731,154.46,LaNi5H6,2,1.1650811172635737e-11,1.1126377729060499e-11
681.71,48.13,180.78,LaNi5H6,2,2.1230273067018054e-10,2.1556749017517995e-10
618.05,24.986,71.09,MgH2,0,7.202425429611351e-13,7.231021904908396e-13
685.81,24.974,115.62,TiFeH2,1,1.2816084341300216e-11,1.3208068478530203e-11
609.54,16.169,92.67,LaNi5H6,2,1.1317878563705906e-10,1.1352275992142044e-10
314.52,48.102,144.3,LaNi5H6,2,6.647331806749265e-13,6.584527156272792e-13
517.64,10.097,33.68,LaNi5H6,2,4.1634288486625523e-11,4.033041276729023e-11
510.71,5.546,56.74,TiFeH2,1,1.4474294589780337e-12,1.4772910368014872e-12
391.06,48.586,122.76,TiFeH2,1,1.29620140643504e-13,1.3004284029358176e-13
449.46,9.698,74.86,MgH2,0,7.327404778160699e-15,7.271815836618975e-15
597.16,43.754,103.64,TiFeH2,1,5.300386871632744e-12,5.114394812035932e-12
528.69,49.526,88.58,MgH2,0,9.769734416155844e-14,1.013108814987629e-13
688.28,39.981,161.53,TiFeH2,1,1.3387886934337017e-11,1.307294668337461e-11
576.78,21.349,43.25,LaNi5H6,2,8.382928260606455e-11,8.464275790114426e-11
649.82,32.055,10.44,MgH2,0,1.3247967470539002e-12,1.3612145395466159e-12
677.0,44.284,66.06,LaNi5H6,2,2.051259662793808e-10,2.0553201293630935e-10
640.45,18.904,73.48,MgH2,0,1.0788758374489278e-12,1.1254413749126083e-12
339.65,16.942,58.98,MgH2,0,3.561710160241656e-17,1e-16
526.84,33.756,33.87,LaNi5H6,2,4.9169127338525633e-11,4.9234235469447606e-11
394.1,6.679,163.1,TiFeH2,1,1.2703227502169445e-13,1.2386336813536973e-13
333.78,8.527,127.18,MgH2,0,2.3033912440204275e-17,1e-16
500.3,45.263,34.52,MgH2,0,4.377447720666177e-14,4.229447800904363e-14
408.37,16.153,113.96,LaNi5H6,2,7.436937037212738e-12,7.52777099858572e-12
541.24,1.221,47.58,MgH2,0,1.0516603734632181e-13,1.038445774669394e-13
499.31,49.465,190.92,LaNi5H6,2,3.49600744854604e-11,3.540774573470916e-11
450.54,49.248,43.32,MgH2,0,8.479642965441618e-15,8.619860237388465e-15
537.91,30.93,132.95,LaNi5H6,2,5.57026690312566e-11,5.54032683106079e-11
459.03,3.006,95.43,MgH2,0,9.522249558777874e-15,9.475214113546393e-15
550.66,10.651,177.51,TiFeH2,1,2.71241350454984e-12,2.7335123635637053e-12
475.55,46.004,70.26,MgH2,0,2.0131643280277177e-14,1.9611738552492228e-14
422.38,3.723,181.31,MgH2,0,2.3502682699757947e-15,2.307981106969809e-15
639.52,24.11,83.69,TiFeH2,1,8.214324979272588e-12,8.52475397688813e-12
354.02,33.44,111.93,LaNi5H6,2,2.1638986368750482e-12,2.227918057213616e-12
626.54,31.384,86.56,LaNi5H6,2,1.3533936843292138e-10,1.4161598802999893e-10
485.53,3.075,118.6,TiFeH2,1,9.114211639275106e-13,9.405678010881458e-13
381.54,25.876,23.32,TiFeH2,1,9.643158931186254e-14,9.509353914753267e-14
656.1,3.107,38.62,LaNi5H6,2,1.5564155742999847e-10,1.582177128421624e-10
574.3,5.993,160.24,MgH2,0,2.5979576336870806e-13,2.6418615386720124e-13
500.08,19.565,164.64,TiFeH2,1,1.2926375874109669e-12,1.3174845033468672e-12
519.8,9.855,36.5,TiFeH2,1,1.7254888956683186e-12,1.6771283217357126e-12
407.41,35.209,103.72,LaNi5H6,2,7.545168716043787e-12,7.400071518969921e-12
684.88,33.118,104.35,TiFeH2,1,1.2896163061678333e-11,1.2883599236381615e-11
300.23,7.687,98.24,TiFeH2,1,4.547317222296306e-15,4.563568051164152e-15
611.74,49.532,146.83,LaNi5H6,2,1.2093059736742553e-10,1.1857563196148384e-10
452.38,46.224,21.19,LaNi5H6,2,1.7402891050722464e-11,1.7711382741186463e-11
508.03,28.208,156.38,TiFeH2,1,1.5024827694583038e-12,1.5505179778388247e-12
603.86,17.924,170.81,TiFeH2,1,5.466461063388557e-12,5.726555909038373e-12
628.65,31.594,58.6,LaNi5H6,2,1.3794892163634683e-10,1.3303522336047518e-10
432.87,22.963,127.36,TiFeH2,1,3.531218468495279e-13,3.4398164075832224e-13
432.27,5.586,150.44,TiFeH2,1,3.232572389654168e-13,3.158656783988835e-13
618.63,48.412,168.88,TiFeH2,1,6.785168599779588e-12,6.970841833641449e-12
312.36,5.397,167.53,TiFeH2,1,7.669174150543111e-15,7.786544430072327e-15
630.69,1.095,86.9,LaNi5H6,2,1.2013469262911038e-10,1.2125689408391024e-10
584.01,16.115,110.23,TiFeH2,1,4.300034022390367e-12,4.3970922918470945e-12
605.21,12.5,169.1,TiFeH2,1,5.450206182866525e-12,5.652653050783321e-12
343.43,27.294,21.17,LaNi5H6,2,1.6043704371763692e-12,1.6076171005259244e-12
533.06,36.121,31.06,TiFeH2,1,2.2557377049488767e-12,2.3803999659107417e-12
552.11,27.908,177.4,MgH2,0,1.7060751466671716e-13,1.6813934012622488e-13
428.94,2.957,174.95,LaNi5H6,2,1.0202454116165483e-11,9.743681806710698e-12
329.62,21.873,28.99,TiFeH2,1,1.681333384227145e-14,1.683410504516432e-14
380.54,43.265,49.19,TiFeH2,1,9.598003800670537e-14,9.462435358847509e-14
565.86,37.155,80.2,LaNi5H6,2,7.66054610506957e-11,7.312658883080751e-11
539.85,22.513,183.91,LaNi5H6,2,5.6114046871724415e-11,5.5975458062778807e-11
612.91,11.775,23.42,LaNi5H6,2,1.1528835386449677e-10,1.1294497968153578e-10
352.73,43.473,185.15,MgH2,0,8.472227455270987e-17,1e-16
535.3,16.564,176.27,MgH2,0,1.0796126000405654e-13,1.0560140882283296e-13
638.28,7.072,139.1,TiFeH2,1,7.592307265261161e-12,7.880611830076984e-12
468.42,47.662,127.23,LaNi5H6,2,2.24157966474378e-11,2.195043465606851e-11
418.14,9.109,134.65,MgH2,0,2.0981927453047415e-15,2.107000390597108e-15
424.89,23.649,40.74,TiFeH2,1,2.956296343145418e-13,2.841576832580332e-13
543.77,26.416,187.6,LaNi5H6,2,5.909762329983433e-11,5.834823650541277e-11
434.67,25.909,60.04,LaNi5H6,2,1.2523344369129578e-11,1.2625660118095968e-11
430.5,13.833,148.59,TiFeH2,1,3.258709030133448e-13,3.129530799162518e-13
604.17,6.587,47.52,TiFeH2,1,5.23088956428041e-12,4.89692296883462e-12
666.16,4.835,197.31,LaNi5H6,2,1.7088631655195517e-10,1.7543271109444883e-10
475.67,25.402,179.65,TiFeH2,1,8.498118337594823e-13,8.609083526643208e-13
375.48,38.446,137.57,TiFeH2,1,8.193349013930358e-14,8.196602594331777e-14
347.2,18.672,45.3,MgH2,0,5.785035730359165e-17,1e-16
624.75,14.598,46.74,LaNi5H6,2,1.2906882842225044e-10,1.2696985642012764e-10
401.21,3.321,139.56,TiFeH2,1,1.4787280611622644e-13,1.4713295824285744e-13
337.52,35.966,188.67,TiFeH2,1,2.3094822059015027e-14,2.263436673085687e-14
383.46,46.518,198.91,LaNi5H6,2,4.542903097744873e-12,4.502668870946338e-12
463.8,6.874,173.87,LaNi5H6,2,1.9146423290231465e-11,1.940256127766352e-11
618.21,13.258,15.94,LaNi5H6,2,1.2151116970119312e-10,1.213757061878632e-10
396.68,1.422,76.77,TiFeH2,1,1.2524749535363746e-13,1.259445476637728e-13
610.96,24.398,21.79,MgH2,0,6.27108573921027e-13,6.199654336614516e-13
536.37,1.526,156.75,MgH2,0,9.380134799747274e-14,9.054419571458592e-14
424.15,31.386,160.69,LaNi5H6,2,1.0387100326594555e-11,1.0543283361942354e-11
474.86,42.705,12.37,MgH2,0,1.9656049532849982e-14,1.9272424210441106e-14
330.38,15.225,22.76,LaNi5H6,2,1.0616398930420984e-12,1.0905776528886198e-12
356.14,46.31,116.75,MgH2,0,1.0454053080722875e-16,1e-16
453.33,38.874,51.65,MgH2,0,9.246939080846478e-15,9.312672442177433e-15
509.5,37.846,101.32,MgH2,0,5.6447837255250776e-14,5.626964701108524e-14
623.98,1.675,155.41,TiFeH2,1,6.01827959718674e-12,5.892895017293699e-12
348.77,21.287,84.65,MgH2,0,6.40988208591295e-17,1e-16
527.53,4.309,26.86,TiFeH2,1,1.8589959266599775e-12,1.816877431927055e-12
557.95,26.987,76.56,LaNi5H6,2,6.946352779924157e-11,7.340306632422095e-11
662.32,38.821,89.83,TiFeH2,1,1.0548202446225565e-11,1.098607532119041e-11
498.24,19.552,183.32,TiFeH2,1,1.2520629353245032e-12,1.2226369126321598e-12
553.89,29.323,29.88,MgH2,0,1.8028672017539507e-13,1.8331305112211846e-13
477.37,2.421,34.11,MgH2,0,1.755259090192556e-14,1.7745428719553365e-14
582.1,45.815,77.52,LaNi5H6,2,9.125238822345249e-11,8.457726485439287e-11
375.41,2.91,114.93,TiFeH2,1,7.14329610279901e-14,7.249002840080023e-14
591.87,42.919,49.59,MgH2,0,4.375449012678129e-13,4.361671840876825e-13
337.79,17.604,19.52,MgH2,0,3.1717784392498407e-17,1e-16
639.59,21.51,138.32,TiFeH2,1,8.155606971692228e-12,8.16653343331931e-12
352.42,37.749,138.84,MgH2,0,8.2687832001767e-17,1e-16
601.51,49.571,120.14,TiFeH2,1,5.607703001946774e-12,5.502793671988671e-12
544.01,26.635,122.08,LaNi5H6,2,5.939511516325368e-11,5.857829879548749e-11
686.52,21.756,71.41,LaNi5H6,2,2.131680129462102e-10,2.2135970289663054e-10
590.29,15.802,90.71,MgH2,0,3.9599538659706823e-13,3.8857518455388775e-13
443.87,4.934,87.96,TiFeH2,1,4.1512518365108995e-13,4.176064455050062e-13
661.06,26.948,87.9,MgH2,0,1.5852760275130234e-12,1.602269524962662e-12
399.16,24.039,156.87,LaNi5H6,2,6.2478807767076036e-12,6.516191726979723e-12
314.05,3.534,110.21,TiFeH2,1,8.074122688695694e-15,8.011744956047564e-15
507.32,30.344,131.67,LaNi5H6,2,3.8160972576029185e-11,3.881170438440679e-11
308.46,20.989,86.01,MgH2,0,3.916755749417189e-18,1e-16
504.47,28.64,95.38,LaNi5H6,2,3.670412305797575e-11,3.569430173245626e-11
688.73,38.31,97.07,MgH2,0,2.5483386832567517e-12,2.5771564019724165e-12
666.4,12.94,92.57,MgH2,0,1.6542906866549274e-12,1.7023048000035053e-12
624.21,7.79,73.48,TiFeH2,1,6.594545066788669e-12,6.635645687147228e-12
410.48,44.37,56.98,TiFeH2,1,2.1530410909052295e-13,2.038303315335523e-13
477.14,26.564,179.57,TiFeH2,1,8.7525435598603e-13,8.805282089137855e-13
492.03,11.278,155.55,LaNi5H6,2,2.9714098733051104e-11,3.049937413590397e-11
630.9,25.623,199.16,TiFeH2,1,7.496681691392747e-12,7.501188087140224e-12
302.83,39.956,112.03,LaNi5H6,2,4.367126858653992e-13,4.3661146091619685e-13
316.17,32.979,100.49,LaNi5H6,2,6.927401663548574e-13,6.697429421298977e-13
647.3,43.475,114.66,LaNi5H6,2,1.6289134282738992e-10,1.579912225883014e-10
391.86,39.318,84.66,MgH2,0,6.995915146943795e-16,7.197311563762557e-16
487.82,2.967,147.9,MgH2,0,2.4738520794213918e-14,2.584056162271395e-14
386.1,34.999,35.69,TiFeH2,1,1.114420258385602e-13,1.109297347795893e-13
691.99,9.718,32.7,TiFeH2,1,1.2938804311868512e-11,1.2878588298095414e-11
414.73,36.089,161.62,LaNi5H6,2,8.725948813647775e-12,8.913433434606336e-12
578.53,32.749,191.43,MgH2,0,3.19034518966802e-13,3.1301926926008685e-13
416.76,42.757,155.89,LaNi5H6,2,9.143679929517666e-12,9.535487978624063e-12
353.02,17.063,134.45,TiFeH2,1,3.853839302874656e-14,3.9859399604895426e-14
643.82,42.536,32.22,TiFeH2,1,8.847861002985537e-12,8.62910718086448e-12
618.73,40.243,136.82,MgH2,0,7.490604019556184e-13,7.646709093828123e-13
629.1,44.955,121.08,MgH2,0,9.209383851908255e-13,9.250446771051395e-13
431.0,10.074,23.23,MgH2,0,3.6199634850590004e-15,3.80521721749284e-15
569.9,16.84,16.0,TiFeH2,1,3.619067392769693e-12,3.621721839938537e-12
680.48,16.602,198.17,MgH2,0,2.1062984216266754e-12,2.0605279764662777e-12
631.92,38.382,191.11,MgH2,0,9.57403282310052e-13,9.034635040497371e-13
423.5,21.436,191.15,LaNi5H6,2,1.008605978349284e-11,9.642918952842703e-12
603.24,33.157,19.6,MgH2,0,5.46898994773505e-13,5.467244463270586e-13
392.27,27.161,198.69,TiFeH2,1,1.2980224111427213e-13,1.3066665697520667e-13
356.18,8.104,32.58,LaNi5H6,2,2.1593067769777692e-12,2.2108219857372216e-12
651.77,13.106,79.68,LaNi5H6,2,1.6046636075477848e-10,1.5776895059825883e-10
695.93,44.793,17.84,TiFeH2,1,1.4480994083017462e-11,1.4303356123841522e-11
493.69,23.871,39.31,LaNi5H6,2,3.152917361130309e-11,3.094141196525844e-11
391.15,48.631,190.24,TiFeH2,1,1.295732282911678e-13,1.2630429344938155e-13
502.9,39.829,159.92,LaNi5H6,2,3.638457000562203e-11,3.670977512165417e-11
404.98,2.216,160.95,MgH2,0,1.0607615366711618e-15,1.0719831379121387e-15
689.64,2.141,114.95,LaNi5H6,2,1.9580946585865296e-10,1.9832152244667265e-10
362.16,24.816,164.34,TiFeH2,1,5.301202130756288e-14,5.2822723055720084e-14
420.53,1.692,54.22,TiFeH2,1,2.311778339275587e-13,2.4066862763496217e-13
641.68,10.423,140.73,LaNi5H6,2,1.4617769007257065e-10,1.4998723858532757e-10
650.67,15.769,80.94,TiFeH2,1,8.999889071983677e-12,8.605030444897955e-12
583.97,17.947,43.22,LaNi5H6,2,8.939774911794442e-11,9.137203832011125e-11
304.82,42.828,147.56,TiFeH2,1,6.121002009980176e-15,6.2990147883101035e-15
481.56,33.909,62.28,MgH2,0,2.4035571527860746e-14,2.564302748751146e-14
441.81,2.772,122.97,MgH2,0,5.016718987201612e-15,4.809570508190474e-15
384.37,5.444,122.53,TiFeH2,1,9.602581603558398e-14,9.881960405448689e-14
427.2,45.85,113.46,MgH2,0,3.4025092876610916e-15,3.334667403520016e-15
642.07,34.354,199.18,LaNi5H6,2,1.54195767318295e-10,1.6542122423081952e-10
694.65,18.715,166.39,MgH2,0,2.659767027440041e-12,2.6913258898446992e-12
603.97,23.095,69.83,LaNi5H6,2,1.0931464610178988e-10,1.0620676620991292e-10
537.47,1.06,166.03,MgH2,0,9.375639721904279e-14,9.36350757201271e-14
447.6,13.292,19.29,TiFeH2,1,4.74936660590523e-13,4.922549753874604e-13
368.24,34.696,66.25,MgH2,0,2.049746171839333e-16,2.0655890958341594e-16
336.07,31.142,23.92,LaNi5H6,2,1.301296722896848e-12,1.3294935123195234e-12
655.52,4.579,34.21,LaNi5H6,2,1.5779388383304962e-10,1.4291234437490267e-10
484.75,12.054,34.91,MgH2,0,2.4938761405064646e-14,2.607356931038514e-14
593.96,16.316,199.89,MgH2,0,4.2627605800657975e-13,4.2175393306333736e-13
422.32,43.117,94.79,TiFeH2,1,2.8617314498487966e-13,2.88562687364973e-13
559.94,19.241,170.7,MgH2,0,2.0129232305916433e-13,2.0280471058659616e-13
615.82,2.383,178.66,LaNi5H6,2,1.0939709133638766e-10,1.109146007210042e-10
695.18,43.406,59.13,LaNi5H6,2,2.3346339189396546e-10,2.254776500803907e-10
699.06,5.465,176.66,LaNi5H6,2,2.1815735727637647e-10,2.180331214629581e-10
513.34,29.004,119.06,LaNi5H6,2,4.118734345484153e-11,4.337625629237818e-11
390.1,30.807,54.52,LaNi5H6,2,5.20677471436665e-12,5.112201541838311e-12
